ega_file_id	dataset_id	ega_sample_id	ega_analysis_accession	encrypted_file_md5sum	ega_run_id	project_code	file_name	file_size	submitter_sample_id	file_md5sum	ega_experiment_id
EGAF00000525274	EGAD00001003842	EGAN00001198228		c45c11fc3bbb103a581d232cb4f181b4	EGAR00001193010	ESAD-UK	SM-4B296.bam	155503000000	SM-4B296	b3ad6514b85ececaeade7ada1423caea	EGAX00001187788
EGAF00001179995	EGAD00001003842	EGAN00001391400		7c9f1fcb0da438a03ac6f421e87dd2f4	EGAR00001436382	ESAD-UK	LP6008201-DNA_D01.bam	52168077867	LP6008201-DNA_D01	c997dd7fcb2414160a3a8afa0c55a36c	EGAX00001399273
EGAF00000236540	EGAD00001003842	EGAN00001167692		afbe4c56354e95f205eebc6191123c0b	EGAR00001131284	ESAD-UK	pilot2/SS6003114.bam	161323000000	SS6003114	e23b24bea98e60615164270bda3ebcbf	EGAX00001127397
EGAF00001180002	EGAD00001003842	EGAN00001391407		6dada6ee813dbb50b1a0beb29ff17fa2	EGAR00001436389	ESAD-UK	LP6008201-DNA_C02.bam		LP6008201-DNA_C02	3fc1b9ded6cad8020c0657ca8d0943f2	EGAX00001399280
EGAF00001680641	EGAD00001003842	EGAN00001558921		c80e8b5565f76df640c86b770d77c3f4	EGAR00001566510	ESAD-UK	LP6008269-DNA_D09.bam		LP6008269-DNA_D09	80b0d2ad413bc6686666bec54234fcd8	EGAX00001522276
EGAF00000525194	EGAD00001003842	EGAN00001198151		20b662a1be98c2a5c44ab376c2b46c7d	EGAR00001192933	ESAD-UK	LP6007430-DNA_A01.bam	173953000000	LP6007430-DNA_A01	586abef16c4f9d49ff674e83b9320e79	EGAX00001187711
EGAF00000814063	EGAD00001003842	EGAN00001277453		82df1be38ff6f318ee0a320c30296f4e	EGAR00001325084	ESAD-UK	LP6008051-DNA_C01.bam	95455530331	LP6008051-DNA_C01	32fe0e5af1d060552cea6e3296020691	EGAX00001296370
EGAF00000560174	EGAD00001003842	EGAN00001202511		a3c08ed86aa36c54a7d274c3e3d69258	EGAR00001202542	ESAD-UK	LP6005500-DNA_C02.bam	175381000000	LP6005500-DNA_C02	6d5ac679d35bcd7817822e7606196797	EGAX00001197198
EGAF00000525474	EGAD00001003842	EGAN00001198382		1bf6b83561f6df2418d6235eaed87544	EGAR00001193129	ESAD-UK	LP6005690-DNA_F03.bam	188931000000	LP6005690-DNA_F03	058f54e4cfc742518cce267caadcd6ee	EGAX00001187907
EGAF00000814110	EGAD00001003842	EGAN00001277400		e92f38697b5012eeb14a1f5331690fb0	EGAR00001325031	ESAD-UK	LP6008032-DNA_H03.bam		LP6008032-DNA_H03	8edb62f217e5d4ea1d85547a5ab20b9e	EGAX00001296317
EGAF00000560136	EGAD00001003842	EGAN00001202411		ee7f2aeba40b4ccc4c29b80aef87be9e	EGAR00001202504	ESAD-UK	LP6005500-DNA_A02.bam	205742000000	LP6005500-DNA_A02	399247db9e29ad65fc7b57e85ce40e77	EGAX00001197160
EGAF00000525225	EGAD00001003842	EGAN00001198179		3c5b9f9d1c476eda1a752b0b3f4c0bf7	EGAR00001192961	ESAD-UK	LP6005408-DNA_D03.bam	106276000000	LP6005408-DNA_D03	fa658358c9faca25cb2729cc85576edf	EGAX00001187739
EGAF00000586536	EGAD00001003842	EGAN00001213592		635c454036c1c9e1c34423247f981fe6	EGAR00001219092	ESAD-UK	LP6005333-DNA_E03.bam	99180435251	LP6005333-DNA_E03	4e0291d97aaf67632427279e47f816fe	EGAX00001207534
EGAF00000525196	EGAD00001003842	EGAN00001198153		f03ea7ab3aea3a2f224dc71939cbfa6c	EGAR00001192935	ESAD-UK	LP6007438-DNA_A01.bam	148644000000	LP6007438-DNA_A01	a22f94260f5859ff9cea221cd695f803	EGAX00001187713
EGAF00000661632	EGAD00001003842	EGAN00001246616		49a12da03cebf5b88e16be4dea29ecd2	EGAR00001253335	ESAD-UK	LP6005934-DNA_A02.bam		LP6005934-DNA_A02	86f772decd0b6f073092e88746fa79aa	EGAX00001238235
EGAF00000525210	EGAD00001003842	EGAN00001198164		c520eb219c5800322e3814dc5e7c12ba	EGAR00001192946	ESAD-UK	LP6005408-DNA_D01.bam	97610160459	LP6005408-DNA_D01	fdfcd13144f8b8148faab327a6468d1f	EGAX00001187724
EGAF00000525449	EGAD00001003842	EGAN00001198357		407c1368002b9dfe91403c9f5e5d3989	EGAR00001193104	ESAD-UK	LP6005689-DNA_G02.bam	107822000000	LP6005689-DNA_G02	296488199b186c5f684e9e24dbd97e6a	EGAX00001187882
EGAF00000905631	EGAD00001003842	EGAN00001342126		c967e7eb317ba0a1a4f9e85c29d4485e	EGAR00001370175	ESAD-UK	LP6008138-DNA_D01.bam	51054937977	LP6008138-DNA_D01	729db59d3246b51ad1fff58d180d3dfe	EGAX00001340348
EGAF00001680638	EGAD00001003842	EGAN00001558918		40fa67ab4dcfdf01a4aed41a76587461	EGAR00001566507	ESAD-UK	LP6008269-DNA_A09.bam		LP6008269-DNA_A09	f3397d2de5c178f4a1c07c82bb263494	EGAX00001522273
EGAF00000560170	EGAD00001003842	EGAN00001202507		1dca26e6fc3c3c116e792ed41fc2a272	EGAR00001202538	ESAD-UK	LP6005499-DNA_H03.bam	104550000000	LP6005499-DNA_H03	772e2397449c6c2922b8e47447416fe9	EGAX00001197194
EGAF00001179999	EGAD00001003842	EGAN00001391404		68b5e0ca0d9c9009a1abde4efb4bd1f8	EGAR00001436386	ESAD-UK	LP6008201-DNA_H01.bam	51332880814	LP6008201-DNA_H01	edcd3d2f3c9f78e8691521d83b2e10dd	EGAX00001399277
EGAF00000905650	EGAD00001003842	EGAN00001342145		052100969911cbb3f1b48de0792ac042	EGAR00001370194	ESAD-UK	LP6008141-DNA_E01.bam	93564994037	LP6008141-DNA_E01	12f039b27e44f9128d08669f68e9de0e	EGAX00001340367
EGAF00000905630	EGAD00001003842	EGAN00001342125		1d305e48fec868b4bc430ba615311639	EGAR00001370174	ESAD-UK	LP6008138-DNA_C01.bam	49057678464	LP6008138-DNA_C01	04cf4986db9b8c03c46ec7ed97d7f0e6	EGAX00001340347
EGAF00000525209	EGAD00001003842	EGAN00001198163		ccb05c10465048137559de9034a9a3d4	EGAR00001192945	ESAD-UK	LP6005408-DNA_C01.bam	105297000000	LP6005408-DNA_C01	bbcf65371edc83314d511f7a6ddf8839	EGAX00001187723
EGAF00000661648	EGAD00001003842	EGAN00001246632		2ac26fa78b199e6fe117759d532b521c	EGAR00001253351	ESAD-UK	LP6005934-DNA_B04.bam	91992130254	LP6005934-DNA_B04	f1d6ec0685fc302e1b3196aa5a2633b1	EGAX00001238251
EGAF00000236533	EGAD00001003842	EGAN00001167685		5ca61f74da5c2941ddd550e2cebf550b	EGAR00001131277	ESAD-UK	pilot2/SS6003109.bam	160851000000	SS6003109	68a55151bb1d0bce8cdd21169ad90f62	EGAX00001127390
EGAF00001680688	EGAD00001003842	EGAN00001558968		0adc4f244257687e3f2b08514bdf2869	EGAR00001566557	ESAD-UK	LP6008268-DNA_A06.bam		LP6008268-DNA_A06	d0e2d3e30a7bc7c49b389dc8569372a2	EGAX00001522323
EGAF00000530906	EGAD00001003842	EGAN00001201510		b18c8991910d9b65f0991eda06a7e471	EGAR00001193694	ESAD-UK	LP6007515-DNA_A01.bam	113733000000	LP6007515-DNA_A01	850bcddc3c9ca7094fe80d70ea5b7bd7	EGAX00001188472
EGAF00000661650	EGAD00001003842	EGAN00001246646		7b8494a0ca137bfa2d07c0674c6bbb11	EGAR00001253365	ESAD-UK	LP2000316-DNA_A01.bam	71398452394	LP2000316-DNA_A01	22da1579459d6d71875550dc2d459d1f	EGAX00001238265
EGAF00000814038	EGAD00001003842	EGAN00001277446		7b8fa008584ff27f2bc618826ba59792	EGAR00001325077	ESAD-UK	LP6008051-DNA_A02.bam	74603103119	LP6008051-DNA_A02	bbadcadbf3d5ec4ee4ebbf0120615e3e	EGAX00001296363
EGAF00001180998	EGAD00001003842	EGAN00001391363		d4220298faf8dbbaaa02db701b0c5ffd	EGAR00001436351	ESAD-UK	LP6008221-DNA_A02.bam		LP6008221-DNA_A02	2a16b5c5d6b7296cb75ecac51f567efa	EGAX00001399242
EGAF00001592410	EGAD00001003842	EGAN00001520330		fc25533f4f93338c6d66311d1f5cbb33	EGAR00001545651	ESAD-UK	LP6008032-DNA_G03.bam	56208278696	LP6008032-DNA_G03	d7790a3d254c32bc3c44e139e107e8d9	EGAX00001501758
EGAF00001180906	EGAD00001003842	EGAN00001391340		09d321ed2a5cf76d7e5d7c08fe927fd5	EGAR00001436328	ESAD-UK	LP6008202-DNA_F01.bam	86876393594	LP6008202-DNA_F01	501417378a6ac8e1eb5ee451e4426e1a	EGAX00001399219
EGAF00001680716	EGAD00001003842	EGAN00001558996		977724f2a51667c3b5125f7b07817bf1	EGAR00001566585	ESAD-UK	LP6008268-DNA_E09.bam		LP6008268-DNA_E09	a9ca5dff54695a79e72d3a724139e43e	EGAX00001522351
EGAF00000661710	EGAD00001003842	EGAN00001246582		c87a084d9562cbe833f01979930a052f	EGAR00001253301	ESAD-UK	LP6005935-DNA_A01.bam	149741000000	LP6005935-DNA_A01	99f48e45a91aa7d504b9cb11de9a4c0f	EGAX00001238201
EGAF00000525466	EGAD00001003842	EGAN00001198374		fb156543b9bccd186f8c0c615ca12abf	EGAR00001193121	ESAD-UK	LP6005690-DNA_F01.bam	228205000000	LP6005690-DNA_F01	5bcf7c8410402ace9adb85f83f8e3521	EGAX00001187899
EGAF00000586535	EGAD00001003842	EGAN00001213591		0319a0defc4fc3daf4e1111b5af4f9e1	EGAR00001219091	ESAD-UK	LP6005333-DNA_D03.bam	99593094078	LP6005333-DNA_D03	f0ec2512a30f5f85f20be0c6bbcb54b9	EGAX00001207533
EGAF00001415446	EGAD00001003842	EGAN00001467536		328b5e634f5648b79f15bca05c2f14be	EGAR00001500350	ESAD-UK	LP6008264-DNA_A03.bam	65912107930	LP6008264-DNA_A03	6b5aaee4b20468e0359f15ee826921c7	EGAX00001462788
EGAF00000586526	EGAD00001003842	EGAN00001213582		3d0443e7bdc9f368c94bcec141d82b42	EGAR00001219082	ESAD-UK	LP6005333-DNA_B02.bam	101591000000	LP6005333-DNA_B02	001ca3e3e577591b4a24eb2e07ba6b43	EGAX00001207524
EGAF00000905640	EGAD00001003842	EGAN00001342135		7a719e873fb2c91adea754310795b5a4	EGAR00001370184	ESAD-UK	LP6008138-DNA_E02.bam	46279581380	LP6008138-DNA_E02	9e9effdd4e9d4a1da08a3826a8e5ee74	EGAX00001340357
EGAF00001415448	EGAD00001003842	EGAN00001467538		a3fd9a6d70e5c690f8d84c145bef0595	EGAR00001500352	ESAD-UK	LP6008264-DNA_C03.bam	54763204277	LP6008264-DNA_C03	3c588ce6d2e92ff3da535fde3806c3fa	EGAX00001462790
EGAF00001680631	EGAD00001003842	EGAN00001558911		57c4f91feaffe9ca185ec7845362d568	EGAR00001566500	ESAD-UK	LP6008269-DNA_B08.bam		LP6008269-DNA_B08	d050bf3111103796ebd9841edbe29b45	EGAX00001522266
EGAF00000235889	EGAD00001003842	EGAN00001167668		644a98ec0938015304050184c0d5f924	EGAR00001130633	ESAD-UK	pilot1/SS6003118.bam	216565000000	SS6003118	71c1ed3493236b996d18b11122e8f605	EGAX00001126746
EGAF00000814161	EGAD00001003842	EGAN00001277434		18c8e79bec101a469774d76bab53012d	EGAR00001325065	ESAD-UK	LP6008050-DNA_F01.bam	45466982663	LP6008050-DNA_F01	b73ef6fb63d834d6a6d3e6f58ab79819	EGAX00001296351
EGAF00000586539	EGAD00001003842	EGAN00001213595		86cd3dd01e0953327b4cfd667bd4acd5	EGAR00001219095	ESAD-UK	LP6005333-DNA_H03.bam	129525000000	LP6005333-DNA_H03	612f730661df3ae76af68410a7b4fcf4	EGAX00001207537
EGAF00000905647	EGAD00001003842	EGAN00001342142		423f1cd8a74d7a7d023e4ef3033d8dcc	EGAR00001370191	ESAD-UK	LP6008141-DNA_B01.bam	83658958398	LP6008141-DNA_B01	8ce38c442ef4039e956de960ee19efe8	EGAX00001340364
EGAF00000586537	EGAD00001003842	EGAN00001213593		30222a399f011cb41f49348504c79d2f	EGAR00001219093	ESAD-UK	LP6005333-DNA_F03.bam	109704000000	LP6005333-DNA_F03	32b088a7610eee0e3f80911960471438	EGAX00001207535
EGAF00000814145	EGAD00001003842	EGAN00001277409		b49fd04dd6746dcd0e3ad0bb840a45fa	EGAR00001325040	ESAD-UK	LP6008031-DNA_F03.bam		LP6008031-DNA_F03	4b2f0a869d41f12139ef5c0accb023d1	EGAX00001296326
EGAF00000525266	EGAD00001003842	EGAN00001198220		bf84fb82959715943bad27bd4473d7fa	EGAR00001193002	ESAD-UK	SM-4AWNF.bam	74920271483	SM-4AWNF	c529995c675f6db66c8f1120d4bd74d9	EGAX00001187780
EGAF00000525473	EGAD00001003842	EGAN00001198381		06ecb72e5e1cc197c8b96cf427f8298a	EGAR00001193128	ESAD-UK	LP6005690-DNA_E03.bam	193723000000	LP6005690-DNA_E03	b8b2392c7ad7566e515552be7037ec69	EGAX00001187906
EGAF00000905677	EGAD00001003842	EGAN00001342172		a62d59922696dae64add46a32777c5bc	EGAR00001370221	ESAD-UK	LP6008139-DNA_F02.bam	95213967280	LP6008139-DNA_F02	c7f07a3b8c540a16d627c0868be1cab7	EGAX00001340394
EGAF00001680658	EGAD00001003842	EGAN00001558938		df1f15c9c56b65415fda8a425f09a6e2	EGAR00001566527	ESAD-UK	LP6008268-DNA_E01.bam	73774937991	LP6008268-DNA_E01	eba9cae40fb7379682b0e04bdecfd8e0	EGAX00001522293
EGAF00000530895	EGAD00001003842	EGAN00001201499		3fee41330400b5a6751472210a3a4da1	EGAR00001193683	ESAD-UK	LP6007531-DNA_A01.bam	183732000000	LP6007531-DNA_A01	e7d795b0387da65ec239eae7cfb5da69	EGAX00001188461
EGAF00000530893	EGAD00001003842	EGAN00001201497		7ff9c7bfb4aa8b6519db2416a67f8e89	EGAR00001193681	ESAD-UK	LP6007520-DNA_A01.bam	156146000000	LP6007520-DNA_A01	477d6c306777a111714ffabde6c68889	EGAX00001188459
EGAF00000525233	EGAD00001003842	EGAN00001198187		160cc01e797337774134b8f76e8607d8	EGAR00001192969	ESAD-UK	LP6005409-DNA_A01.bam	141721000000	LP6005409-DNA_A01	621bd6ca9814369f971f2e8d56dd0398	EGAX00001187747
EGAF00000586517	EGAD00001003842	EGAN00001213573		8923e7f4db9ef6838811e0bee5f47cc7	EGAR00001219073	ESAD-UK	LP6005334-DNA_A04.bam	150708000000	LP6005334-DNA_A04	336c5a3de5b7a3f3800e0b475d173f3a	EGAX00001207515
EGAF00000586513	EGAD00001003842	EGAN00001213569		0b51901ccf1c3799724751b33b03bfd2	EGAR00001219069	ESAD-UK	LP6005334-DNA_E03.bam	179547000000	LP6005334-DNA_E03	6da5a652060590c884737df8d954b08a	EGAX00001207511
EGAF00000525510	EGAD00001003842	EGAN00001200003		10fc2cc23d97654e228ac214d018467b	EGAR00001193165	ESAD-UK	LP6007419-DNA_A01.bam	88711927675	LP6007419-DNA_A01	249fa42f697d4bdce39040c1033b5d36	EGAX00001187943
EGAF00000525481	EGAD00001003842	EGAN00001198389		46221a3d02f579841cb462998eec11aa	EGAR00001193136	ESAD-UK	LP6005690-DNA_D02.bam	166560000000	LP6005690-DNA_D02	77334f8ac8525cd7761fcf89fcb85a44	EGAX00001187914
EGAF00000530879	EGAD00001003842	EGAN00001201483		359982f2cc7ca94f69de8599bfd2decd	EGAR00001193667	ESAD-UK	LP6007514-DNA_A01.bam	145229000000	LP6007514-DNA_A01	c229ca20944dd06443dfb344fd74c6b1	EGAX00001188445
EGAF00000560142	EGAD00001003842	EGAN00001202417		fe3128fe21cc58be8f1caf18ad6b50a5	EGAR00001202510	ESAD-UK	LP6005500-DNA_C03.bam	165787000000	LP6005500-DNA_C03	f4b0bef69e26efdbacfa6684fffaac4f	EGAX00001197166
EGAF00001415387	EGAD00001003842	EGAN00001467517		d744a5ec5cbc782813e597e1053f917a	EGAR00001500331	ESAD-UK	LP6008280-DNA_H02.bam	124162000000	LP6008280-DNA_H02	52124a26794c699147408ecd65a2aa95	EGAX00001462769
EGAF00000586548	EGAD00001003842	EGAN00001213608		8d71c3fb3cb27febdb97b4e241e3f5a2	EGAR00001219152	ESAD-UK	LP6005334-DNA_D03.bam	178449000000	LP6005334-DNA_D03	320061834433254149cd1b982a0cc980	EGAX00001207594
EGAF00000560133	EGAD00001003842	EGAN00001202408		981bfa508acc163b1fb88e37d69773b6	EGAR00001202501	ESAD-UK	LP6005500-DNA_D01.bam	169456000000	LP6005500-DNA_D01	3d1e0de7e3d9084a7f436b5e0641e9e9	EGAX00001197157
EGAF00000661652	EGAD00001003842	EGAN00001246649		9cc2053e6313d5c6d1245b7ff431498d	EGAR00001253368	ESAD-UK	LP2000320-DNA_A01.bam	78448724032	LP2000320-DNA_A01	8d9c1aa149384f9462f76da3d4cd8363	EGAX00001238268
EGAF00000525223	EGAD00001003842	EGAN00001198177		818077ff71b77b14d071e04661af47ef	EGAR00001192959	ESAD-UK	LP6005408-DNA_B03.bam	86666203835	LP6005408-DNA_B03	ed0e08a26fbf5f1541da35b762d05cc8	EGAX00001187737
EGAF00000814101	EGAD00001003842	EGAN00001277389		8fbca27e8f7a13e72895fbc057b9f842	EGAR00001325020	ESAD-UK	LP6008032-DNA_D02.bam	55597851452	LP6008032-DNA_D02	75a4f1798b5150382d2b66d5f0a4b9c8	EGAX00001296306
EGAF00001415445	EGAD00001003842	EGAN00001467535		2101d035b120e11317fd6920263d65e3	EGAR00001500349	ESAD-UK	LP6008264-DNA_H02.bam	62667569660	LP6008264-DNA_H02	44f047b44a5fd464b990c31ed77c0844	EGAX00001462787
EGAF00000560167	EGAD00001003842	EGAN00001202504		1316c968ad13723576ed8cffa492d563	EGAR00001202535	ESAD-UK	LP6005499-DNA_E03.bam	146009000000	LP6005499-DNA_E03	bedc17619523eeb6282ed959a8b630ba	EGAX00001197191
EGAF00000279355	EGAD00001003842	EGAN00001176859		b23c309e4f70ef7f37e557d44bf6fd71	EGAR00001141754	ESAD-UK	pilot3/SS6003305.bam	161080000000	SS6003305	2b25b2d13ab55fd7b488f58f366827a0	EGAX00001137668
EGAF00000525482	EGAD00001003842	EGAN00001198390		607c3f9b612de2f7785e472e060e0840	EGAR00001193137	ESAD-UK	LP6005690-DNA_E02.bam	203642000000	LP6005690-DNA_E02	375fd6f7faad35d00e93b724013e70cf	EGAX00001187915
EGAF00000814044	EGAD00001003842	EGAN00001277403		259714c255eaf71c3080f932fa7cd743	EGAR00001325034	ESAD-UK	LP6008031-DNA_B01.bam	74127608596	LP6008031-DNA_B01	b3de0388c8a7a60f8ecbe992781667be	EGAX00001296320
EGAF00000814162	EGAD00001003842	EGAN00001277435		b50beafffec4052eda1142216c22c3c2	EGAR00001325066	ESAD-UK	LP6008050-DNA_G01.bam	48655052160	LP6008050-DNA_G01	66a1254f2a4fc474d0a4a7736863d1e2	EGAX00001296352
EGAF00000586506	EGAD00001003842	EGAN00001213562		feb380bee2b56e0ae26f5747645837cb	EGAR00001219062	ESAD-UK	LP6005334-DNA_B02.bam	177294000000	LP6005334-DNA_B02	24a2824bde66efc8738e2337ac4ff53a	EGAX00001207504
EGAF00000586529	EGAD00001003842	EGAN00001213585		6c2c391d9baa69ef679c6d08e90b5feb	EGAR00001219085	ESAD-UK	LP6005333-DNA_E02.bam	101352000000	LP6005333-DNA_E02	7090b54ee8eb93aca901ce11692a0756	EGAX00001207527
EGAF00000525470	EGAD00001003842	EGAN00001198378		d3d915d487d13d97e25976235cba1609	EGAR00001193125	ESAD-UK	LP6005690-DNA_H02.bam	198696000000	LP6005690-DNA_H02	f069057495912cbf0d655a157e1920c8	EGAX00001187903
EGAF00000530871	EGAD00001003842	EGAN00001201475		a6a3cb6f916ecf689336836a7aa80600	EGAR00001193659	ESAD-UK	LP2000102-DNA_A01.bam	67946755349	LP2000102-DNA_A01	45aa8e9fcbced62a454340d18abf2a41	EGAX00001188437
EGAF00001180996	EGAD00001003842	EGAN00001391361		9d0ed7d7089e55709f6bf096a5854284	EGAR00001436349	ESAD-UK	LP6008221-DNA_G01.bam		LP6008221-DNA_G01	58791576ffdfc62ad1c262fe05b688d8	EGAX00001399240
EGAF00001680700	EGAD00001003842	EGAN00001558980		bb3eec19f9f8ab23359787e56a44a8df	EGAR00001566569	ESAD-UK	LP6008268-DNA_E07.bam		LP6008268-DNA_E07	62eb22adf6681ec781b5fdcc655164d7	EGAX00001522335
EGAF00000525213	EGAD00001003842	EGAN00001198167		04b34926bd2c76472bf2747df3c26994	EGAR00001192949	ESAD-UK	LP6005408-DNA_H01.bam	109733000000	LP6005408-DNA_H01	6fd3e62b9e6fbcbc93dc272c4111720b	EGAX00001187727
EGAF00001180911	EGAD00001003842	EGAN00001391345		a4c143174a72e0c6787de37df11decc5	EGAR00001436333	ESAD-UK	LP6008202-DNA_C02.bam		LP6008202-DNA_C02	f095e5ac96f7abc92678df2140e4e627	EGAX00001399224
EGAF00000586532	EGAD00001003842	EGAN00001213588		3c9215e9df0dbb132aced6c412bf92f6	EGAR00001219088	ESAD-UK	LP6005333-DNA_H02.bam	96876609995	LP6005333-DNA_H02	c619ddabb5fc26ec133a8144382d6f2c	EGAX00001207530
EGAF00000661683	EGAD00001003842	EGAN00001246607		cfe5a74d27b47bc3f8d9c367f8485d1b	EGAR00001253326	ESAD-UK	LP6005935-DNA_F02.bam	124857000000	LP6005935-DNA_F02	a3c0d5be332e1a4754dc54bf73a151c3	EGAX00001238226
EGAF00000814045	EGAD00001003842	EGAN00001277406		902748264eec442f5cc97aef84cd1e2d	EGAR00001325037	ESAD-UK	LP6008031-DNA_E01.bam	114690000000	LP6008031-DNA_E01	c8129ae1755d56ed9f8bbba830ec1dd9	EGAX00001296323
EGAF00000525475	EGAD00001003842	EGAN00001198383		9123a5d341bba02b33d47684d21e856f	EGAR00001193130	ESAD-UK	LP6005690-DNA_C01.bam	266925000000	LP6005690-DNA_C01	187176976c637b80763237ef8a0ee46d	EGAX00001187908
EGAF00001180093	EGAD00001003842	EGAN00001391429		53862a7997234f230ebca67faee15c98	EGAR00001436411	ESAD-UK	LP6008220-DNA_E02.bam		LP6008220-DNA_E02	38efd82735c9eec7b2e1697f0925d650	EGAX00001399302
EGAF00001680610	EGAD00001003842	EGAN00001558890		27cdb274c3212d68c82a2f4d050d4e7c	EGAR00001566479	ESAD-UK	LP6008269-DNA_E01.bam	156511000000	LP6008269-DNA_E01	c86b08f83d290b86d316fbf399ff6f2b	EGAX00001522245
EGAF00000525265	EGAD00001003842	EGAN00001198219		9d9f0ff972bea03fce171d7c52253bd7	EGAR00001193001	ESAD-UK	SM-4AWNE.bam	86804140957	SM-4AWNE	beb200d6da0c81da7c91c8d5cbc66912	EGAX00001187779
EGAF00001179998	EGAD00001003842	EGAN00001391403		8fa118efa8fac0264601ffac25b1e9b9	EGAR00001436385	ESAD-UK	LP6008201-DNA_G01.bam	57321190579	LP6008201-DNA_G01	5cab60abf86e2ec988d14196d701d6de	EGAX00001399276
EGAF00001415378	EGAD00001003842	EGAN00001467508		1bd57d94f70c1497fc144a0abc83a6b1	EGAR00001500322	ESAD-UK	LP6008280-DNA_G01.bam		LP6008280-DNA_G01	90e7677c91e21019a7b7ac2b05d334b7	EGAX00001462760
EGAF00001415440	EGAD00001003842	EGAN00001467530		32fc2a7fe16d8f471a456c013e95ca70	EGAR00001500344	ESAD-UK	LP6008264-DNA_C02.bam		LP6008264-DNA_C02	3f9e42da059a0f4d14ef8f40fef46ff3	EGAX00001462782
EGAF00000525467	EGAD00001003842	EGAN00001198375		4fae424125be751d1513cf8f192e62d2	EGAR00001193122	ESAD-UK	LP6005690-DNA_G01.bam	238247000000	LP6005690-DNA_G01	c1250809cf6136ad17aeca502ddee529	EGAX00001187900
EGAF00001680695	EGAD00001003842	EGAN00001558975		12cff40f502fd0eece91baa67824e2a7	EGAR00001566564	ESAD-UK	LP6008268-DNA_H06.bam		LP6008268-DNA_H06	46ef0fe7764dfb589a982841eeb8381f	EGAX00001522330
EGAF00001180997	EGAD00001003842	EGAN00001391362		6056c80e5d2afea3ca89e6f9d00f2be9	EGAR00001436350	ESAD-UK	LP6008221-DNA_H01.bam		LP6008221-DNA_H01	2f4e1e588b85201ca89b0b9ef078f79c	EGAX00001399241
EGAF00000814050	EGAD00001003842	EGAN00001277413		a325fd61ec716af5be7b088af092e562	EGAR00001325044	ESAD-UK	LP6008031-DNA_B02.bam	112855000000	LP6008031-DNA_B02	29e47f16eb0d1d14e9ce30383e6eb8fb	EGAX00001296330
EGAF00000525191	EGAD00001003842	EGAN00001198148		7eda73d54b4eecd5c2b642a59690629a	EGAR00001192930	ESAD-UK	LP6007422-DNA_A01.bam	198614000000	LP6007422-DNA_A01	e306ed0fa09daa5e1f2ef62f700d7f0b	EGAX00001187708
EGAF00001180086	EGAD00001003842	EGAN00001391422		b1622092b0e6d33c619f91bc20640013	EGAR00001436404	ESAD-UK	LP6008220-DNA_F01.bam		LP6008220-DNA_F01	90d35141d23ec505e615e2b42237f23f	EGAX00001399295
EGAF00001180084	EGAD00001003842	EGAN00001391420		6baa4d846a015a620b4fd5d0b0750d8b	EGAR00001436402	ESAD-UK	LP6008220-DNA_D01.bam	60133194041	LP6008220-DNA_D01	580e57b9afd3428fa1173681485f0a93	EGAX00001399293
EGAF00000661620	EGAD00001003842	EGAN00001246599		fa97b9e7fe9cbedbaabfe2f39010a25c	EGAR00001253318	ESAD-UK	LP6005935-DNA_H03.bam	124596000000	LP6005935-DNA_H03	17b5d2d53e8c2209cbed93f6b8b86fbc	EGAX00001238218
EGAF00001680620	EGAD00001003842	EGAN00001558900		687d5011f6668af09db652911d7fd06f	EGAR00001566489	ESAD-UK	LP6008269-DNA_F06.bam		LP6008269-DNA_F06	0fbc1200596808fe00bbc55855e5a418	EGAX00001522255
EGAF00001680699	EGAD00001003842	EGAN00001558979		acd52f7ef971d530e343dc8e12948193	EGAR00001566568	ESAD-UK	LP6008268-DNA_D07.bam		LP6008268-DNA_D07	9532c27b54c51415b6eb96814e7f18a5	EGAX00001522334
EGAF00000525264	EGAD00001003842	EGAN00001198218		79fdb77351de60c71d5b1232aa61b6a4	EGAR00001193000	ESAD-UK	SM-4AWND.bam	84664665707	SM-4AWND	728e543cc33904fb711711c8afbb5307	EGAX00001187778
EGAF00001180095	EGAD00001003842	EGAN00001391431		b61ab2f2a4cbadf451c7c2640cb0939e	EGAR00001436413	ESAD-UK	LP6008220-DNA_G02.bam		LP6008220-DNA_G02	e48416b4e99f3b582b3ba8029ca25df1	EGAX00001399304
EGAF00000525495	EGAD00001003842	EGAN00001199988		1656d4db6c57f236d25d5122218f4d8c	EGAR00001193150	ESAD-UK	SM-4JPP9.bam	254086000000	SM-4JPP9	9852ab4c9f4da59f98e64413b5ccdca7	EGAX00001187928
EGAF00000586520	EGAD00001003842	EGAN00001213576		88305f7cbf314900591ca5c5e2c1ee73	EGAR00001219076	ESAD-UK	LP6005333-DNA_D01.bam	99888057412	LP6005333-DNA_D01	c67a546e56b612562383b44cd3014660	EGAX00001207518
EGAF00000525217	EGAD00001003842	EGAN00001198171		2b1fde2a61dec4481597769bf5923a55	EGAR00001192953	ESAD-UK	LP6005408-DNA_D02.bam	89725483225	LP6005408-DNA_D02	2b5324be0c05b70f3ff0e64f752085f0	EGAX00001187731
EGAF00000525488	EGAD00001003842	EGAN00001199981		1b3ac688e85ac3c26a738cedf7892d43	EGAR00001193143	ESAD-UK	SM-4JPUV.bam	255782000000	SM-4JPUV	b7840f19b9daa5b796f9e3de3df4a36d	EGAX00001187921
